token,token_is_pronoun,token.normal,token.normal_is_pronoun
keh-tes-ta-mi-sest,True,kehtestamisest,False
keh-ti-ma,True,kehtima,False
kel-le,False,kelle,True
kel-le-ga,False,kellega,True
kel-le-gi,False,kellegi,True
kel-le-le,False,kellele,True
kel-le-le-gi,False,kellelegi,True
kel-lega,False,kellega,True
kel-legi,False,kellegi,True
kel-leks,False,kelleks,True
kel-lel,False,kellel,True
kel-lelegi,False,kellelegi,True
kel-leltki,False,kelleltki,True
keld-ri-ruu-me,True,keldriruume,False
kelle-ga,False,kellega,True
kelle-le,False,kellele,True
kelle-legi,False,kellelegi,True
ker-gek-äe-li-selt,True,kergekäeliselt,False
kes-kos-sa,True,keskossa,False
kes-ku-seks,True,keskuseks,False
kesk-i,False,keski,True
kesk-kon-na-kait-sel,True,keskkonnakaitsel,False
kesk-kon-naa-la-ses,True,keskkonnaalases,False
kesk-koo-lip-rog-ram-mis,True,keskkooliprogrammis,False
kesk-mi-sel,True,keskmisel,False
kesk-mi-selt,True,keskmiselt,False
kesk-mi-sest,True,keskmisest,False
keskmi-selt,True,keskmiselt,False
kesku-ses,True,keskuses,False
kevaderõõ-mu,True,kevaderõõmu,False
kii-re-ma,True,kiirema,False
kiir-tee-mak-su,True,kiirteemaksu,False
kiiruskat-sel,True,kiiruskatsel,False
kim-bu-ta-ma,True,kimbutama,False
kimbatu-ses,True,kimbatuses,False
kin-ni-tu-sel,True,kinnitusel,False
kind-lus-tu-ses,True,kindlustuses,False
kinnisvaraarendu-sest,True,kinnisvaraarendusest,False
kinnita-mi-seks,True,kinnitamiseks,False
kir-jan-du-sest,True,kirjandusest,False
kir-ju-sus,True,kirjusus,False
kir-ju-ta-mi-seks,True,kirjutamiseks,False
kir-ju-tas,True,kirjutas,False
kirevu-ses,True,kirevuses,False
kirjava-he-tu-seks,True,kirjavahetuseks,False
kirjutami-seks,True,kirjutamiseks,False
kit-sa-rin-na-li-selt,True,kitsarinnaliselt,False
kit-samas,True,kitsamas,False
klaasisi-sust,True,klaasisisust,False
kli-endid,True,kliendid,False
kli-endist,True,kliendist,False
ko-da-kond-su-sest,True,kodakondsusest,False
ko-da-ni-kel,True,kodanikel,False
ko-du-mai-sel,True,kodumaisel,False
ko-du-sest,True,kodusest,False
ko-dui-gat-sust,True,koduigatsust,False
ko-ge-mu-sest,True,kogemusest,False
ko-ge-mus,True,kogemus,False
ko-ge-must,True,kogemust,False
ko-gu-mak-su-mus,True,kogumaksumus,False
ko-ha-selt,True,kohaselt,False
ko-hus-tas,True,kohustas,False
koht-le-ma,True,kohtlema,False
kohtumi-ses,True,kohtumises,False
kohtumi-sest,True,kohtumisest,False
kohtumis-te,True,kohtumiste,False
kohtuvaidlu-ses,True,kohtuvaidluses,False
kokkupõr-kes,True,kokkupõrkes,False
kokkuvõt-teid,True,kokkuvõtteid,False
kol-me,True,kolme,False
kom-me,True,komme,False
kom-pen-see-ri-ma,True,kompenseerima,False
kon-ku-ree-ri-mi-seks,True,konkureerimiseks,False
kon-sul,True,konsul,False
kon-sul-tat-sioo-ni-fir-ma,True,konsultatsioonifirma,False
kon-sul-tat-sioo-ni-ta-su,True,konsultatsioonitasu,False
kon-sul-tat-sioo-ni-ta-sust,True,konsultatsioonitasust,False
konk-reet-ses,True,konkreetses,False
konkreet-sesse,True,konkreetsesse,False
koo-li-ta-mi-seks,True,koolitamiseks,False
koo-li-tas,True,koolitas,False
koo-li-tus-tel-li-mu-sest,True,koolitustellimusest,False
koo-li-vor-mis,True,koolivormis,False
koos-sei-su,True,koosseisu,False
koos-ta-mi-sel,True,koostamisel,False
koossei-sus,True,koosseisus,False
koossei-sust,True,koosseisust,False
koostootmisjaa-ma,True,koostootmisjaama,False
kor-raar-mas-tu-sest,True,korraarmastusest,False
kor-ral-da-ma,True,korraldama,False
kor-ral-da-mi-sel,True,korraldamisel,False
kor-rekt-selt,True,korrektselt,False
korrekt-selt,True,korrektselt,False
korrekt-sust,True,korrektsust,False
korterela-mu,True,korterelamu,False
kosmo-sesse,True,kosmosesse,False
kostüü-me,True,kostüüme,False
kostüü-mis,True,kostüümis,False
kree-ka-keel-sest,True,kreekakeelsest,False
krii-ti-li-selt,True,kriitiliselt,False
kristli-kelt,True,kristlikelt,False
kroonili-selt,True,krooniliselt,False
ku-ju-ne-ma,True,kujunema,False
kuivami-sest,True,kuivamisest,False
kujutlu-ses,True,kujutluses,False
kul-tuu-ri-li-selt,True,kultuuriliselt,False
kuld-ta-se-me,True,kuldtaseme,False
kultuuriministeeriu-milt,True,kultuuriministeeriumilt,False
kum-bki,False,kumbki,True
kum-ma-li-sel,True,kummalisel,False
kum-magi,False,kummagi,True
kum-malegi,False,kummalegi,True
kummas-ki,False,kummaski,True
kur-su-sel,True,kursusel,False
kur-sus,True,kursus,False
kursu-sest,True,kursusest,False
kut-se-ha-ri-du-ses,True,kutsehariduses,False
kut-su,True,kutsu,False
kut-su-ma,True,kutsuma,False
kut-sus,True,kutsus,False
kuuluvu-sest,True,kuuluvusest,False
kä-su,True,käsu,False
käi-tu-ma,True,käituma,False
käi-tu-mi-selt,True,käitumiselt,False
käi-vi-ta-mi-seks,True,käivitamiseks,False
kättesaami-seks,True,kättesaamiseks,False
kõi-ge,False,kõige,True
kõi-gega,False,kõigega,True
kõi-geks,False,kõigeks,True
kõi-gele,False,kõigele,True
kõi-ges,False,kõiges,True
kõi-gest,False,kõigest,True
kõi-gi,False,kõigi,True
kõi-gi-le,False,kõigile,True
kõi-giga,False,kõigiga,True
kõi-gil,False,kõigil,True
kõi-gile,False,kõigile,True
kõi-gilt,False,kõigilt,True
kõi-gis,False,kõigis,True
kõi-gisse,False,kõigisse,True
kõi-gist,False,kõigist,True
kõi-ke,False,kõike,True
kõi-ki,False,kõiki,True
kõi-kide,False,kõikide,True
kõi-kidel,False,kõikidel,True
kõi-kidele,False,kõikidele,True
kõi-kidesse,False,kõikidesse,True
kõi-kidest,False,kõikidest,True
kõigi-le,False,kõigile,True
kõiki-de,False,kõikide,True
kõiki-de-le,False,kõikidele,True
kõiki-del,False,kõikidel,True
kõiki-des,False,kõikides,True
kõiki-dest,False,kõikidest,True
kõn-di-ma,True,kõndima,False
kõrvetise-taolised,True,kõrvetisetaolised,False
kõrvu-ta-mi-sel,True,kõrvutamisel,False
kõõ-ma,True,kõõma,False
kü-si-must,True,küsimust,False
küberinime-seks,True,küberinimeseks,False
kül-ma,True,külma,False
küla-ke-ses,True,külakeses,False
küla-va-he-teid,True,külavaheteid,False
külas-ta-mi-seks,True,külastamiseks,False
küm-me,True,kümme,False
küm-neid,True,kümneid,False
küp-seks,True,küpseks,False
küsimu-ses,True,küsimuses,False
küsimu-sest,True,küsimusest,False
küsitlu-sest,True,küsitlusest,False
kütu-ses,True,kütuses,False
küüni-li-selt,True,küüniliselt,False
la-hen-da-mi-seks,True,lahendamiseks,False
la-hen-da-mi-sel,True,lahendamisel,False
laboratooriu-mis,True,laboratooriumis,False
lae-ku-ma,True,laekuma,False
lae-nu-sum-ma,True,laenusumma,False
lae-nu-too-teid,True,laenutooteid,False
lah-ku-ma,True,lahkuma,False
lahinguval-mis,True,lahinguvalmis,False
lahkumi-sel,True,lahkumisel,False
lahkumi-sest,True,lahkumisest,False
laien-da-mi-sest,True,laiendamisest,False
lan-ge-ta-mi-sel,True,langetamisel,False
lap-sest,True,lapsest,False
lapsevane-ma,True,lapsevanema,False
las-te-,True,laste,False
lau-luvõist-lu-sel,True,lauluvõistlusel,False
lauavõitlu-ses,True,lauavõitluses,False
le-gaal-selt,True,legaalselt,False
le-pi-me,True,lepime,False
lee-ven-da-mi-seks,True,leevendamiseks,False
leedulas-te,True,leedulaste,False
lehmakostüü-mis,True,lehmakostüümis,False
leidmi-seks,True,leidmiseks,False
leidmi-sest,True,leidmisest,False
leiutami-sest,True,leiutamisest,False
lennu-pile-teid,True,lennupileteid,False
lep-pi-ma,True,leppima,False
levimi-seks,True,levimiseks,False
li-gilä-he-da-selt,True,ligilähedaselt,False
li-gipää-su,True,ligipääsu,False
li-sa,True,lisa,False
li-sama,True,lisama,False
libedu-sest,True,libedusest,False
libi-ses,True,libises,False
liht-sus-tu-ma,True,lihtsustuma,False
lii-da-me,True,liidame,False
lii-ku-mi-sest,True,liikumisest,False
lii-tu-mi-saas-tal,True,liitumisaastal,False
lii-tu-mi-sest,True,liitumisest,False
liikluskorraldu-ses,True,liikluskorralduses,False
liikumi-ses,True,liikumises,False
linnavalitsu-selt,True,linnavalitsuselt,False
lo-hu-tas,True,lohutas,False
loo-dus-kait-ses,True,looduskaitses,False
loo-mi-seks,True,loomiseks,False
loo-mupä-ra-selt,True,loomupäraselt,False
loobumi-seks,True,loobumiseks,False
loobumi-sest,True,loobumisest,False
loomapidami-sest,True,loomapidamisest,False
loominguli-sust,True,loomingulisust,False
loomuoma-ses,True,loomuomases,False
loot-ma,True,lootma,False
lä-bi-ma,True,läbima,False
lä-bi-mi-seks,True,läbimiseks,False
lä-hi-ma,True,lähima,False
läbimi-seks,True,läbimiseks,False
läbirääkimis-te,True,läbirääkimiste,False
läh-me,True,lähme,False
läi-ki-ma,True,läikima,False
lää-ne-mai-sest,True,läänemaisest,False
lõ-pe-ta-ma,True,lõpetama,False
lõh-kes,True,lõhkes,False
lõikami-ses,True,lõikamises,False
lõk-su,True,lõksu,False
lõk-sus,True,lõksus,False
lõpuminu-teil,True,lõpuminuteil,False
lõu-nad,True,lõunad,False
lõuna-pool-sei-ma,True,lõunapoolseima,False
lõunaos-sa,True,lõunaossa,False
lõvio-sa,True,lõviosa,False
lühia-ja-li-sel,True,lühiajalisel,False
lühia-ja-li-selt,True,lühiajaliselt,False
lühinä-ge-lik-ku-ses,True,lühinägelikkuses,False
lülitami-seks,True,lülitamiseks,False
m-e,False,me,True
m-e-i-e,False,meie,True
m-is,False,mis,True
ma-da-la-ma,True,madalama,False
ma-gist-ri-ta-se-me,True,magistritaseme,False
ma-jan-da-mi-seks,True,majandamiseks,False
ma-jan-da-mi-sel,True,majandamisel,False
ma-jan-du-sel,True,majandusel,False
ma-jan-du-ses,True,majanduses,False
ma-jan-du-sest,True,majandusest,False
ma-sen-du-ses,True,masenduses,False
maail-ma,True,maailma,False
maasikakasvatu-sest,True,maasikakasvatusest,False
maavalit-sus,True,maavalitsus,False
maavalitsu-sel,True,maavalitsusel,False
magnetili-sest,True,magnetilisest,False
mahajätmi-ses,True,mahajätmises,False
mak-sa,True,maksa,False
mak-sa-me,True,maksame,False
mak-si-maal-seks,True,maksimaalseks,False
mak-si-maal-selt,True,maksimaalselt,False
mak-su,True,maksu,False
mak-su-,True,maksu,False
mak-su-koor-mus,True,maksukoormus,False
mak-su-mu-seks,True,maksumuseks,False
mak-sus-ta-mi-sest,True,maksustamisest,False
maksimaal-selt,True,maksimaalselt,False
maksmi-seks,True,maksmiseks,False
maksumu-seks,True,maksumuseks,False
manit-seda,True,manitseda,False
maruli-selt,True,maruliselt,False
mas-si-li-selt,True,massiliselt,False
massili-selt,True,massiliselt,False
mee-nu-tas,True,meenutas,False
meediaettevõt-teid,True,meediaettevõtteid,False
mei-le,False,meile,True
mei-le-gi,False,meilegi,True
meil-gi,False,meilgi,True
men-taal-sest,True,mentaalsest,False
mer-kan-tii-li-su-sest,True,merkantiilisusest,False
met-sa,True,metsa,False
met-sa-,True,metsa,False
metallitöötlemisettevõt-teid,True,metallitöötlemisettevõtteid,False
mi-da,False,mida,True
mi-da-gi,False,midagi,True
mi-dagi,False,midagi,True
mi-na,False,mina,True
mi-ne-ma,True,minema,False
mi-ne-mi-seks,True,minemiseks,False
mi-ne-mi-sel,True,minemisel,False
mi-ni-maal-selt,True,minimaalselt,False
mi-nu,False,minu,True
mi-nu-ga,False,minuga,True
mi-nul,False,minul,True
mi-nule,False,minule,True
mi-tu,False,mitu,True
mi-tut,False,mitut,True
mida-gi,False,midagi,True
mii-ni-mum-ta-sust,True,miinimumtasust,False
mii-nu-seks,True,miinuseks,False
miini-mum-sum-ma,True,miinimumsumma,False
mil-jo-neid,True,miljoneid,False
mil-le,False,mille,True
mil-le-ga,False,millega,True
mil-le-ga-gi,False,millegagi,True
mil-le-le,False,millele,True
mil-le-ta,False,milleta,True
mil-lega,False,millega,True
mil-leks,False,milleks,True
mil-lel,False,millel,True
mil-lele,False,millele,True
mil-les,False,milles,True
mil-lest-ki,False,millestki,True
mil-li-ne,False,milline,True
mil-li-se,False,millise,True
mil-li-se-le,False,millisele,True
mil-li-sed,False,millised,True
mil-li-seid,False,milliseid,True
mil-li-ses-se,False,millisesse,True
mil-line,False,milline,True
mil-lis-te-le,False,millistele,True
mil-lise,False,millise,True
mil-lises,False,millises,True
miljo-neid,True,miljoneid,False
mille-ga,False,millega,True
min-geid,False,mingeid,True
min-gi,False,mingi,True
min-gi-test-ki,False,mingitestki,True
min-gid,False,mingid,True
min-gil,False,mingil,True
min-gist,False,mingist,True
min-git,False,mingit,True
minemi-sest,True,minemisest,False
minu-le,False,minule,True
mis-ki,False,miski,True
missu-gust,False,missugust,True
missugu-ne,False,missugune,True
mit-me-ke-si-su-ses,True,mitmekesisuses,False
mit-me-ke-si-sus,True,mitmekesisus,False
mit-me-ke-si-sust,True,mitmekesisust,False
mit-me-le,False,mitmele,True
mit-me-su-gu-sed,False,mitmesugused,True
mit-me-su-gu-seid,False,mitmesuguseid,True
mit-me-su-gus-te,False,mitmesuguste,True
mit-me-su-gus-tel,False,mitmesugustel,True
mit-me-te,False,mitmete,True
mit-me-tes,False,mitmetes,True
mit-med,False,mitmed,True
mit-meks,False,mitmeks,True
mit-mel,False,mitmel,True
mit-melt,False,mitmelt,True
mit-mes,False,mitmes,True
mit-messe,False,mitmesse,True
mit-mesugustel,False,mitmesugustel,True
mit-mete,False,mitmete,True
mitmesu-guseid,False,mitmesuguseid,True
mitmesu-guste,False,mitmesuguste,True
mitmesu-gustest,False,mitmesugustest,True
mo-biil-sus,True,mobiilsus,False
mo-biil-sust,True,mobiilsust,False
moe-töös-tu-ses,True,moetööstuses,False
moo-dus-ta-mi-sel,True,moodustamisel,False
moodustami-seks,True,moodustamiseks,False
mu-ret-se-ma,True,muretsema,False
mul-le,False,mulle,True
mulgi-,False,mulgi,True
murranguli-sest,True,murrangulisest,False
mus-ta-mi-seks,True,mustamiseks,False
mustami-ses,True,mustamises,False
muu-da-me,True,muudame,False
muu-de,False,muude,True
muu-desse,False,muudesse,True
muu-dest,False,muudest,True
muu-tu-ma,True,muutuma,False
muu-tu-me,True,muutume,False
muu-tu-mi-sel,True,muutumisel,False
muu-tu-mi-sest,True,muutumisest,False
muus-ki,False,muuski,True
muuseu-mis,True,muuseumis,False
muut-mi-seks,True,muutmiseks,False
män-gi-ma,True,mängima,False
mängisi-me,True,mängisime,False
mänguvõt-teid,True,mänguvõtteid,False
mär-ka-me,True,märkame,False
mär-ki-misväär-selt,True,märkimisväärselt,False
märgendami-sel,True,märgendamisel,False
märksõ-nad,True,märksõnad,False
mäs-sama,True,mässama,False
mõ-lema,False,mõlema,True
mõ-lemad,False,mõlemad,True
mõ-lemal,False,mõlemal,True
mõ-lemale,False,mõlemale,True
mõ-lemas,False,mõlemas,True
mõ-lemast,False,mõlemast,True
mõ-lemat,False,mõlemat,True
mõ-lematel,False,mõlematel,True
mõ-ne,False,mõne,True
mõ-ned,False,mõned,True
mõ-nede,False,mõnede,True
mõ-nedel,False,mõnedel,True
mõ-nedes,False,mõnedes,True
mõ-nedest,False,mõnedest,True
mõ-nedki,False,mõnedki,True
mõ-negi,False,mõnegi,True
mõ-neks,False,mõneks,True
mõ-nel,False,mõnel,True
mõ-nele,False,mõnele,True
mõ-nelt,False,mõnelt,True
mõ-nes,False,mõnes,True
mõ-neski,False,mõneski,True
mõ-nest,False,mõnest,True
mõ-nestki,False,mõnestki,True
mõ-ni,False,mõni,True
mõ-nigi,False,mõnigi,True
mõ-nin-gaid,False,mõningaid,True
mõ-ningad,False,mõningad,True
mõ-ningaid,False,mõningaid,True
mõ-ningal,False,mõningal,True
mõ-ningasest,False,mõningasest,True
mõ-ningast,False,mõningast,True
mõ-ningate,False,mõningate,True
mõ-ningatel,False,mõningatel,True
mõ-ningates,False,mõningates,True
mõi-sa,True,mõisa,False
mõis-te-ta-vu-seks,True,mõistetavuseks,False
mõist-ma,True,mõistma,False
mõjutami-sest,True,mõjutamisest,False
mõle-mad,False,mõlemad,True
mõle-mal,False,mõlemal,True
mõle-malt,False,mõlemalt,True
mõle-mat,False,mõlemat,True
mõn-da,False,mõnda,True
mõn-da-gi,False,mõndagi,True
mõn-dagi,False,mõndagi,True
mõne-del,False,mõnedel,True
mõne-gi,False,mõnegi,True
mõne-le-gi,False,mõnelegi,True
mõned-ki,False,mõnedki,True
mõnel-gi,False,mõnelgi,True
mõnes-ki,False,mõneski,True
mõni-gi,False,mõnigi,True
mõnin-ga-ne,False,mõningane,True
mõnin-ga-tes,False,mõningates,True
mõnin-ga-test,False,mõningatest,True
mõnin-gaid,False,mõningaid,True
mõnin-gast,False,mõningast,True
mõnin-gate,False,mõningate,True
mõru-soo-la-seks,True,mõrusoolaseks,False
mõt-le-ma,True,mõtlema,False
mõt-teid,True,mõtteid,False
mõtle-mi-seks,True,mõtlemiseks,False
mõtle-mi-ses,True,mõtlemises,False
mür-sust,True,mürsust,False
müümi-sest,True,müümisest,False
naasmi-ses,True,naasmises,False
nae-ra-ta-ma,True,naeratama,False
nae-ra-tas,True,naeratas,False
naf-tas,True,naftas,False
nakatami-ses,True,nakatamises,False
nau-ti-mi-seks,True,nautimiseks,False
ne-il,False,neil,True
ne-mad,False,nemad,True
nei-le,False,neile,True
neis-se,False,neisse,True
nen-de,False,nende,True
nen-de-ga,False,nendega,True
nen-de-le,False,nendele,True
nen-dega,False,nendega,True
nen-deks,False,nendeks,True
nen-des,False,nendes,True
nen-des-se,False,nendesse,True
nen-dest,False,nendest,True
ni-me,True,nime,False
ni-me-tas,True,nimetas,False
ni-mi-soo-jusvõim-sus,True,nimisoojusvõimsus,False
nii-su-gu-ne,False,niisugune,True
nii-su-gus-te,False,niisuguste,True
nii-su-gus-test,False,niisugustest,True
nii-su-gust,False,niisugust,True
niisu-gune,False,niisugune,True
niisu-gused,False,niisugused,True
niisu-guses,False,niisuguses,True
niisu-gusest,False,niisugusest,True
niisu-gust,False,niisugust,True
niisugu-seid,False,niisuguseid,True
nimetami-seks,True,nimetamiseks,False
nimetami-sest,True,nimetamisest,False
nokit-seda,True,nokitseda,False
nokitsesi-me,True,nokitsesime,False
nooru-ses,True,nooruses,False
nä-ge-ma,True,nägema,False
nä-ge-mus,True,nägemus,False
näge-ma,True,nägema,False
näi-li-selt,True,näiliselt,False
näitami-seks,True,näitamiseks,False
närvili-sus,True,närvilisus,False
näs-sus,True,nässus,False
nõk-su,True,nõksu,False
nõud-mi-sel,True,nõudmisel,False
nõus-ta-mi-sel,True,nõustamisel,False
o-mast,False,omast,True
ob-jek-tiiv-selt,True,objektiivselt,False
odavis-kes,True,odaviskes,False
ok-sa,True,oksa,False
ol-mejäät-meid,True,olmejäätmeid,False
ole-mi-sest,True,olemisest,False
olu-li-seks,True,oluliseks,False
olu-li-selt,True,oluliselt,False
olu-li-sest,True,olulisest,False
olu-li-sust,True,olulisust,False
oluli-seks,True,oluliseks,False
oluli-selt,True,oluliselt,False
oluli-sust,True,olulisust,False
om-i,False,omi,True
om-ist,False,omist,True
oma-de,False,omade,True
oma-de-ga,False,omadega,True
oma-dega,False,omadega,True
oma-del,False,omadel,True
oma-dest,False,omadest,True
oma-ga,False,omaga,True
oma-le,False,omale,True
oma-ma,True,omama,False
oma-selt,True,omaselt,False
oma-ses,True,omases,False
oma-sid,False,omasid,True
oma-va-lit-su-sel,True,omavalitsusel,False
oma-va-lit-su-ses,True,omavalitsuses,False
oman-da-ma,True,omandama,False
oman-da-mi-sel,True,omandamisel,False
oman-äo-li-seks,True,omanäoliseks,False
omanikfir-ma,True,omanikfirma,False
omavalitsu-sest,True,omavalitsusest,False
oo-tu-ses,True,ootuses,False
ootu-ses,True,ootuses,False
opereerimi-seks,True,opereerimiseks,False
orienteerumi-seks,True,orienteerumiseks,False
os-ka-ma,True,oskama,False
osa-li-seks,True,osaliseks,False
osa-li-selt,True,osaliselt,False
osali-selt,True,osaliselt,False
ostmi-seks,True,ostmiseks,False
ot-sa,True,otsa,False
ot-se-selt,True,otseselt,False
ot-se-ses,True,otseses,False
ot-sest,True,otsest,False
ot-si-ma,True,otsima,False
ot-si-mi-sel,True,otsimisel,False
ot-si-mi-sest,True,otsimisest,False
ot-sus,True,otsus,False
ot-sus-tas,True,otsustas,False
ot-sust,True,otsust,False
pa-be-ri-ja-ma,True,paberijama,False
pa-be-ri-ma-jan-du-sest,True,paberimajandusest,False
pa-ken-dijäät-meid,True,pakendijäätmeid,False
pa-ne-ma,True,panema,False
pa-ne-mi-ses,True,panemises,False
pa-ra-ne-ma,True,paranema,False
pa-ran-da-ma,True,parandama,False
pa-ran-da-mi-seks,True,parandamiseks,False
pa-re-me-ra-kon-nad,True,paremerakonnad,False
pa-re-mu-selt,True,paremuselt,False
pa-rem-pool-seks,True,parempoolseks,False
pa-ren-da-mi-seks,True,parendamiseks,False
paariskahe-sel,True,paariskahesel,False
pai-gu-ta-si-me,True,paigutasime,False
pai-gu-tas,True,paigutas,False
pak-ku-ma,True,pakkuma,False
pak-ku-mi-sest,True,pakkumisest,False
pak-ku-si-me,True,pakkusime,False
pak-su,True,paksu,False
pakettak-nad,True,pakettaknad,False
pal-ju,False,palju,True
pal-ju-de,False,paljude,True
pal-ju-del,False,paljudel,True
pal-ju-des,False,paljudes,True
pal-ju-dest,False,paljudest,True
pal-jud,False,paljud,True
pal-jude,False,paljude,True
pal-juks,False,paljuks,True
pal-jus,False,paljus,True
pal-jus-ki,False,paljuski,True
pal-jusid,False,paljusid,True
pal-juski,False,paljuski,True
pal-ka-mi-sel,True,palkamisel,False
palju-dele,False,paljudele,True
palju-des,False,paljudes,True
paljus-ki,False,paljuski,True
paljusu-sest,True,paljususest,False
pan-gan-du-ses,True,panganduses,False
pangakon-tol,True,pangakontol,False
pare-ma,True,parema,False
parlamendikoossei-sust,True,parlamendikoosseisust,False
parteili-sest,True,parteilisest,False
pe-re-kon-na-liik-me,True,perekonnaliikme,False
pe-rei-sa,True,pereisa,False
pea-mi-seks,True,peamiseks,False
pea-mi-selt,True,peamiselt,False
peami-seks,True,peamiseks,False
peami-selt,True,peamiselt,False
peat-selt,True,peatselt,False
peh-me,True,pehme,False
peh-must,True,pehmust,False
pen-sio-ni-kind-lus-tu-ses,True,pensionikindlustuses,False
pi-da-ma,True,pidama,False
pi-da-mi-seks,True,pidamiseks,False
pi-dur-da-ma,True,pidurdama,False
pi-dur-da-mi-seks,True,pidurdamiseks,False
pi-kaa-ja-li-se-ma,True,pikaajalisema,False
pi-ke-ma,True,pikema,False
pi-ken-da-ma,True,pikendama,False
pi-ken-da-mi-sel,True,pikendamisel,False
pi-le-teid,True,pileteid,False
pi-raat-lu-ses,True,piraatluses,False
pida-ma,True,pidama,False
pike-ma,True,pikema,False
pikendami-sest,True,pikendamisest,False
pil-dis-ta-ma,True,pildistama,False
pile-teid,True,pileteid,False
pin-gu-ta-ma,True,pingutama,False
pit-sa,True,pitsa,False
pla-nee-ri-mi-sest,True,planeerimisest,False
plaa-ni-ma-jan-du-selt,True,plaanimajanduselt,False
plaka-teid,True,plakateid,False
ploo-me,True,ploome,False
po-lii-ti-li-seks,True,poliitiliseks,False
po-lii-ti-li-ses,True,poliitilises,False
po-lii-ti-li-sest,True,poliitilisest,False
po-si-tiiv-selt,True,positiivselt,False
po-tent-siaal-selt,True,potentsiaalselt,False
politseiük-sus,True,politseiüksus,False
poo-le-tei-seks,True,pooleteiseks,False
poodiu-mil,True,poodiumil,False
pop-mulle,True,popmulle,False
positsioonili-ses,True,positsioonilises,False
prae-gu-sel,True,praegusel,False
prae-gu-ses,True,praeguses,False
prak-ti-li-seks,True,praktiliseks,False
pri-vaat-sust,True,privaatsust,False
pro-jek-tipõhi-selt,True,projektipõhiselt,False
pro-millise,True,promillise,False
pro-port-sio-naal-selt,True,proportsionaalselt,False
pro-tes-ti-ma,True,protestima,False
prob-lee-me,True,probleeme,False
prog-ram-mil,True,programmil,False
prog-ram-mis,True,programmis,False
pronks-ta-se-me,True,pronkstaseme,False
pruu-ki-mi-sest,True,pruukimisest,False
psühho-loo-gi-li-selt,True,psühholoogiliselt,False
pu-has-ta-me,True,puhastame,False
pu-na-selt,True,punaselt,False
puhkami-seks,True,puhkamiseks,False
puhkekorpu-ses,True,puhkekorpuses,False
punktiarvestu-ses,True,punktiarvestuses,False
punnitami-seks,True,punnitamiseks,False
